,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr__penalty,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,param_lr__regularization,param_lr__C
0,0.6853624979654948,0.013748259274462006,0.04174987475077311,0.00649723086970476,,{'lr__penalty': None},0.9789619377162629,0.9793771626297578,0.9802076124567474,0.9795155709342561,0.0005178764549168006,1,False,
1,3.367837349573771,0.07679469775210822,0.02910645802815755,0.005193794667267054,l1,"{'lr__C': 10.57971442211198, 'lr__penalty': 'l1'}",0.9792387543252595,0.9806228373702423,0.982560553633218,0.9808073817762399,0.0013623827506559192,1,True,10.57971442211198
3,0.7025137742360433,0.01428045380378135,0.03355948130289713,0.003752335774341282,l2,"{'lr__C': 92.93112105474437, 'lr__penalty': 'l2'}",0.9784083044982699,0.9808996539792387,0.9828373702422145,0.980715109573241,0.0018128611491938643,2,True,92.93112105474437
2,0.7041641076405843,0.021110830809042858,0.034569740295410156,0.009624378607242566,l2,"{'lr__C': 199.3202607042988, 'lr__penalty': 'l2'}",0.9785467128027682,0.9806228373702423,0.9821453287197232,0.9804382929642445,0.0014749127901403142,3,True,199.3202607042988
4,7.186636845270793,0.04752168532992449,0.03983394304911295,0.0015004743077639382,l1,"{'lr__C': 131.63019392058206, 'lr__penalty': 'l1'}",0.9788235294117648,0.9806228373702423,0.9811764705882353,0.9802076124567475,0.0010044540280081651,4,True,131.63019392058206
0,7.68802007039388,0.052756438016390655,0.03559160232543945,0.00492496355684574,l1,"{'lr__C': 169.3250105005942, 'lr__penalty': 'l1'}",0.9785467128027682,0.9807612456747404,0.981038062283737,0.9801153402537485,0.001114929270919902,5,True,169.3250105005942
