,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tree__ccp_alpha,param_tree__max_depth,param_tree__max_leaf_nodes,param_tree__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
82,0.22536698977152506,0.0053530182734566785,0.02200158437093099,0.0061334089793073305,0.05936577681413427,74,80,10,"{'tree__ccp_alpha': 0.05936577681413427, 'tree__max_depth': 74, 'tree__max_leaf_nodes': 80, 'tree__min_samples_split': 10}",0.7177854671280277,0.7190311418685121,0.7176470588235294,0.7181545559400231,0.0006224100375193612,58
91,0.11940670013427734,0.0018093881226812776,0.028444846471150715,0.0006041628199362509,0.08825460763218629,45,23,8,"{'tree__ccp_alpha': 0.08825460763218629, 'tree__max_depth': 45, 'tree__max_leaf_nodes': 23, 'tree__min_samples_split': 8}",0.7177854671280277,0.6340484429065744,0.6357093425605537,0.6625144175317185,0.039088415500617694,61
33,0.06802725791931152,0.0027504087775557734,0.027745882670084637,5.057409521614574e-05,0.0019504486139271147,52,3,5,"{'tree__ccp_alpha': 0.0019504486139271147, 'tree__max_depth': 52, 'tree__max_leaf_nodes': 3, 'tree__min_samples_split': 5}",0.6372318339100346,0.6340484429065744,0.6357093425605537,0.6356632064590543,0.001300023326745596,62
30,0.16346398989359537,0.004590401899349334,0.029645363489786785,0.00019523675455847232,0.10553814304762323,27,92,8,"{'tree__ccp_alpha': 0.10553814304762323, 'tree__max_depth': 27, 'tree__max_leaf_nodes': 92, 'tree__min_samples_split': 8}",0.5259515570934256,0.5259515570934256,0.5260899653979239,0.525997693194925,6.524630045551758e-05,63
22,0.06607818603515625,0.0009898051952187353,0.0291290283203125,0.0013098872237873095,0.004629313384902106,43,2,7,"{'tree__ccp_alpha': 0.004629313384902106, 'tree__max_depth': 43, 'tree__max_leaf_nodes': 2, 'tree__min_samples_split': 7}",0.5259515570934256,0.5259515570934256,0.5260899653979239,0.525997693194925,6.524630045551758e-05,63
76,0.2923479874928792,0.0612051649816105,0.038679043451944985,0.008397328237561499,0.12420676781547102,73,98,5,"{'tree__ccp_alpha': 0.12420676781547102, 'tree__max_depth': 73, 'tree__max_leaf_nodes': 98, 'tree__min_samples_split': 5}",0.5259515570934256,0.5259515570934256,0.5260899653979239,0.525997693194925,6.524630045551758e-05,63
46,0.06859588623046875,0.0009989013698692114,0.027798811594645183,0.00045314310964001634,0.11784246018342046,71,4,7,"{'tree__ccp_alpha': 0.11784246018342046, 'tree__max_depth': 71, 'tree__max_leaf_nodes': 4, 'tree__min_samples_split': 7}",0.5259515570934256,0.5259515570934256,0.5260899653979239,0.525997693194925,6.524630045551758e-05,63
35,0.1594088872273763,0.0028689857136422435,0.029764811197916668,0.0012492264823784236,0.13774944544004736,31,87,2,"{'tree__ccp_alpha': 0.13774944544004736, 'tree__max_depth': 31, 'tree__max_leaf_nodes': 87, 'tree__min_samples_split': 2}",0.5259515570934256,0.5259515570934256,0.5260899653979239,0.525997693194925,6.524630045551758e-05,63
38,0.10835131009419759,0.008141628637731761,0.023256222407023113,0.0013823417151030014,0.12068628220131551,65,13,9,"{'tree__ccp_alpha': 0.12068628220131551, 'tree__max_depth': 65, 'tree__max_leaf_nodes': 13, 'tree__min_samples_split': 9}",0.5259515570934256,0.5259515570934256,0.5260899653979239,0.525997693194925,6.524630045551758e-05,63
90,0.07098833719889323,0.007933031313484822,0.028388341267903645,0.001076670609378851,1.0629215574283388e-06,68,2,7,"{'tree__ccp_alpha': 1.0629215574283388e-06, 'tree__max_depth': 68, 'tree__max_leaf_nodes': 2, 'tree__min_samples_split': 7}",0.5259515570934256,0.5259515570934256,0.5260899653979239,0.525997693194925,6.524630045551758e-05,63
40,0.19375991821289062,0.008011938022656765,0.024266560872395832,0.006588575598404687,0.12694201189945983,53,73,7,"{'tree__ccp_alpha': 0.12694201189945983, 'tree__max_depth': 53, 'tree__max_leaf_nodes': 73, 'tree__min_samples_split': 7}",0.5259515570934256,0.5259515570934256,0.5260899653979239,0.525997693194925,6.524630045551758e-05,63
84,0.2218466599782308,0.004195715875170201,0.02956080436706543,0.0028320177629183245,0.8753970963345857,59,95,6,"{'tree__ccp_alpha': 0.8753970963345857, 'tree__max_depth': 59, 'tree__max_leaf_nodes': 95, 'tree__min_samples_split': 6}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,71
41,0.11497100194295247,0.006031474367639006,0.026198387145996094,0.0060558418432790015,1.6022210028533186,20,45,3,"{'tree__ccp_alpha': 1.6022210028533186, 'tree__max_depth': 20, 'tree__max_leaf_nodes': 45, 'tree__min_samples_split': 3}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,71
7,0.20426003138224283,0.008346438818703516,0.02879198392232259,0.0012983059638398803,0.16797147965559572,63,73,7,"{'tree__ccp_alpha': 0.16797147965559572, 'tree__max_depth': 63, 'tree__max_leaf_nodes': 73, 'tree__min_samples_split': 7}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,71
88,0.17436067263285318,0.0033710818967660023,0.028629620869954426,0.003869411758496024,5.4696458829948496,78,58,7,"{'tree__ccp_alpha': 5.4696458829948496, 'tree__max_depth': 78, 'tree__max_leaf_nodes': 58, 'tree__min_samples_split': 7}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,71
6,0.17441717783610025,0.0029365592523176425,0.029379526774088543,0.0004500778823168296,0.4134088972864198,40,65,6,"{'tree__ccp_alpha': 0.4134088972864198, 'tree__max_depth': 40, 'tree__max_leaf_nodes': 65, 'tree__min_samples_split': 6}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,71
2,0.19701274236043295,0.006531632689055473,0.025876522064208984,0.00421597057668109,9.512237241797044,48,76,3,"{'tree__ccp_alpha': 9.512237241797044, 'tree__max_depth': 48, 'tree__max_leaf_nodes': 76, 'tree__min_samples_split': 3}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,71
96,0.1214761734008789,0.004777282379903218,0.02755594253540039,0.0027633682472056856,0.21191551823125432,32,25,5,"{'tree__ccp_alpha': 0.21191551823125432, 'tree__max_depth': 32, 'tree__max_leaf_nodes': 25, 'tree__min_samples_split': 5}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,71
97,0.20327043533325195,0.0015074855641584713,0.031364997227986656,0.00026553353620256914,3.9351645059279448,76,78,3,"{'tree__ccp_alpha': 3.9351645059279448, 'tree__max_depth': 76, 'tree__max_leaf_nodes': 78, 'tree__min_samples_split': 3}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,71
