,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tree__ccp_alpha,param_tree__max_depth,param_tree__max_leaf_nodes,param_tree__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
139,0.11854116121927898,0.0007887001993246631,0.027918577194213867,0.00012921011252967966,0.45530422448733626,22,29,5,"{'tree__ccp_alpha': 0.45530422448733626, 'tree__max_depth': 22, 'tree__max_leaf_nodes': 29, 'tree__min_samples_split': 5}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
138,0.2291560173034668,0.010627631955861932,0.028098265329996746,0.00020541946399745833,0.4037924699427484,83,86,4,"{'tree__ccp_alpha': 0.4037924699427484, 'tree__max_depth': 83, 'tree__max_leaf_nodes': 86, 'tree__min_samples_split': 4}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
137,0.15787482261657715,0.001983569303177064,0.027571360270182293,0.0003421711888457531,0.2359480593554424,52,46,9,"{'tree__ccp_alpha': 0.2359480593554424, 'tree__max_depth': 52, 'tree__max_leaf_nodes': 46, 'tree__min_samples_split': 9}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
131,0.1190493901570638,0.0007674915968153172,0.027635574340820312,0.0006713491543552846,0.8192305056343987,21,35,10,"{'tree__ccp_alpha': 0.8192305056343987, 'tree__max_depth': 21, 'tree__max_leaf_nodes': 35, 'tree__min_samples_split': 10}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
128,0.13508009910583496,0.007869526462206308,0.028467893600463867,0.00046536326312957726,7.461425305305671,23,54,6,"{'tree__ccp_alpha': 7.461425305305671, 'tree__max_depth': 23, 'tree__max_leaf_nodes': 54, 'tree__min_samples_split': 6}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
126,0.12976932525634766,0.0006452331833507205,0.027034997940063477,0.00020297511505283422,0.9346439511063371,63,28,8,"{'tree__ccp_alpha': 0.9346439511063371, 'tree__max_depth': 63, 'tree__max_leaf_nodes': 28, 'tree__min_samples_split': 8}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
125,0.09612417221069336,6.915974647319353e-05,0.027521530787150066,0.000328498313763542,2.0383416823866756,96,14,9,"{'tree__ccp_alpha': 2.0383416823866756, 'tree__max_depth': 96, 'tree__max_leaf_nodes': 14, 'tree__min_samples_split': 9}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
124,0.10716517766316731,0.0008058275770572296,0.02725847562154134,0.0004089980831070702,2.8841914749782136,14,46,6,"{'tree__ccp_alpha': 2.8841914749782136, 'tree__max_depth': 14, 'tree__max_leaf_nodes': 46, 'tree__min_samples_split': 6}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
118,0.11311014493306477,0.00093877664612486,0.027898708979288738,6.76846602704501e-05,0.15924638429873403,62,21,9,"{'tree__ccp_alpha': 0.15924638429873403, 'tree__max_depth': 62, 'tree__max_leaf_nodes': 21, 'tree__min_samples_split': 9}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
115,0.1224077542622884,0.002085730974269369,0.02772045135498047,0.00034659009790834433,0.21342240750907202,38,24,3,"{'tree__ccp_alpha': 0.21342240750907202, 'tree__max_depth': 38, 'tree__max_leaf_nodes': 24, 'tree__min_samples_split': 3}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
108,0.22239200274149576,0.009634922600562446,0.028095165888468426,0.0001781091930946014,0.886336819827965,69,84,8,"{'tree__ccp_alpha': 0.886336819827965, 'tree__max_depth': 69, 'tree__max_leaf_nodes': 84, 'tree__min_samples_split': 8}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
107,0.09215998649597168,0.0004584965121434176,0.027258872985839844,0.00046236061248935116,0.3617057533651227,78,13,8,"{'tree__ccp_alpha': 0.3617057533651227, 'tree__max_depth': 78, 'tree__max_leaf_nodes': 13, 'tree__min_samples_split': 8}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
375,0.11063742637634277,0.0015969571512092454,0.027872482935587566,0.005521429371524681,0.15470644571659622,19,38,2,"{'tree__ccp_alpha': 0.15470644571659622, 'tree__max_depth': 19, 'tree__max_leaf_nodes': 38, 'tree__min_samples_split': 2}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
376,0.12609434127807617,0.0009596693632951408,0.0262755552927653,0.008718650191036188,0.2137327542858782,21,66,2,"{'tree__ccp_alpha': 0.2137327542858782, 'tree__max_depth': 21, 'tree__max_leaf_nodes': 66, 'tree__min_samples_split': 2}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
382,0.11643449465433757,0.00564229579029493,0.02825816472371419,0.009317834300239511,4.5317898044018445,81,23,3,"{'tree__ccp_alpha': 4.5317898044018445, 'tree__max_depth': 81, 'tree__max_leaf_nodes': 23, 'tree__min_samples_split': 3}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
383,0.21413890520731607,0.004229640405620318,0.021220286687215168,0.007706423187631907,6.430183310985739,94,83,3,"{'tree__ccp_alpha': 6.430183310985739, 'tree__max_depth': 94, 'tree__max_leaf_nodes': 83, 'tree__min_samples_split': 3}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
689,0.15250523885091147,0.0067989330051419754,0.029587268829345703,0.004137554191789029,9.075377159864583,64,48,4,"{'tree__ccp_alpha': 9.075377159864583, 'tree__max_depth': 64, 'tree__max_leaf_nodes': 48, 'tree__min_samples_split': 4}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
688,0.13162104288736978,0.0068340022324849346,0.03286552429199219,0.002270044337413625,6.26962957440738,70,33,2,"{'tree__ccp_alpha': 6.26962957440738, 'tree__max_depth': 70, 'tree__max_leaf_nodes': 33, 'tree__min_samples_split': 2}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
686,0.0682526429494222,0.007794907353257645,0.025422016779581707,0.008064639650865534,0.21664225710478882,5,84,7,"{'tree__ccp_alpha': 0.21664225710478882, 'tree__max_depth': 5, 'tree__max_leaf_nodes': 84, 'tree__min_samples_split': 7}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
676,0.19977855682373047,0.0031135915454230095,0.02621285120646159,0.007490018909501829,2.6534365506443387,67,74,2,"{'tree__ccp_alpha': 2.6534365506443387, 'tree__max_depth': 67, 'tree__max_leaf_nodes': 74, 'tree__min_samples_split': 2}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
675,0.15593473116556802,0.0038871491403487325,0.032106479008992515,0.000804457975959808,2.0512956330090626,44,53,9,"{'tree__ccp_alpha': 2.0512956330090626, 'tree__max_depth': 44, 'tree__max_leaf_nodes': 53, 'tree__min_samples_split': 9}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
669,0.17473133405049643,0.0022216727153057856,0.023236513137817383,0.007190758016033547,0.41180177864451806,60,56,10,"{'tree__ccp_alpha': 0.41180177864451806, 'tree__max_depth': 60, 'tree__max_leaf_nodes': 56, 'tree__min_samples_split': 10}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
668,0.0997308890024821,0.0073733690011685785,0.031278371810913086,2.7018902283828454e-05,1.2676654528566058,14,88,8,"{'tree__ccp_alpha': 1.2676654528566058, 'tree__max_depth': 14, 'tree__max_leaf_nodes': 88, 'tree__min_samples_split': 8}",0.398477508650519,0.398477508650519,0.39833910034602077,0.3984313725490196,6.524630045549141e-05,741
