,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tree__ccp_alpha,param_tree__max_depth,param_tree__max_leaf_nodes,param_tree__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,tree__max_depth,tree__min_samples_split,tree__max_leaf_nodes,tree__ccp_alpha
0,0.1190034548441569,0.008107516713606865,0.021529754002888996,0.006760155907979261,132.71626482714655,68,22,7,"{'tree__ccp_alpha': 132.71626482714655, 'tree__max_depth': 68, 'tree__max_leaf_nodes': 22, 'tree__min_samples_split': 7}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,1,68,7,22,132.71626482714655
127,0.15469749768575033,0.002676708107166879,0.029160022735595703,0.010184378606368612,156.2440213323268,40,55,8,"{'tree__ccp_alpha': 156.2440213323268, 'tree__max_depth': 40, 'tree__max_leaf_nodes': 55, 'tree__min_samples_split': 8}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,1,40,8,55,156.2440213323268
128,0.07257445653279622,0.00687377035675612,0.02577964464823405,0.007187542244146221,23.84958687075467,95,6,3,"{'tree__ccp_alpha': 23.84958687075467, 'tree__max_depth': 95, 'tree__max_leaf_nodes': 6, 'tree__min_samples_split': 3}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,1,95,3,6,23.84958687075467
129,0.1564924716949463,0.0006283796846038325,0.03528245290120443,0.005429276305677061,85.43596396446253,94,47,5,"{'tree__ccp_alpha': 85.43596396446253, 'tree__max_depth': 94, 'tree__max_leaf_nodes': 47, 'tree__min_samples_split': 5}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,1,94,5,47,85.43596396446253
130,0.1353151003519694,0.007390929663762722,0.030506610870361328,0.0033045010189986725,95.9772150013454,45,36,2,"{'tree__ccp_alpha': 95.9772150013454, 'tree__max_depth': 45, 'tree__max_leaf_nodes': 36, 'tree__min_samples_split': 2}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,1,45,2,36,95.9772150013454
131,0.10645135243733723,0.0011455841842745922,0.01847704251607259,0.001612353881898498,181.69610630208902,10,82,4,"{'tree__ccp_alpha': 181.69610630208902, 'tree__max_depth': 10, 'tree__max_leaf_nodes': 82, 'tree__min_samples_split': 4}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,1,10,4,82,181.69610630208902
132,0.18581493695576987,0.004808593930367732,0.02656896909077962,0.006704346184390243,8.11344872975761,46,95,9,"{'tree__ccp_alpha': 8.11344872975761, 'tree__max_depth': 46, 'tree__max_leaf_nodes': 95, 'tree__min_samples_split': 9}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,1,46,9,95,8.11344872975761
133,0.2170422077178955,0.00543447908045146,0.02650753657023112,0.0074053080900056325,86.6393683758504,74,92,5,"{'tree__ccp_alpha': 86.6393683758504, 'tree__max_depth': 74, 'tree__max_leaf_nodes': 92, 'tree__min_samples_split': 5}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,1,74,5,92,86.6393683758504
134,0.1685189406077067,0.003768160688264932,0.030676603317260742,0.00256835633532185,108.34442221647565,40,81,5,"{'tree__ccp_alpha': 108.34442221647565, 'tree__max_depth': 40, 'tree__max_leaf_nodes': 81, 'tree__min_samples_split': 5}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,1,40,5,81,108.34442221647565
135,0.16144315401713052,0.010338295867148612,0.020347754160563152,0.006587072230413097,86.94703930742062,45,47,5,"{'tree__ccp_alpha': 86.94703930742062, 'tree__max_depth': 45, 'tree__max_leaf_nodes': 47, 'tree__min_samples_split': 5}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,1,45,5,47,86.94703930742062
136,0.15139071146647134,0.009779152205575603,0.024728854497273762,0.011353726689242763,110.33025617326733,28,96,4,"{'tree__ccp_alpha': 110.33025617326733, 'tree__max_depth': 28, 'tree__max_leaf_nodes': 96, 'tree__min_samples_split': 4}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,1,28,4,96,110.33025617326733
137,0.14165202776590982,0.009475694255089201,0.029374043146769207,0.004798763664731467,54.35834696915083,40,37,5,"{'tree__ccp_alpha': 54.35834696915083, 'tree__max_depth': 40, 'tree__max_leaf_nodes': 37, 'tree__min_samples_split': 5}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,1,40,5,37,54.35834696915083
138,0.15191316604614258,0.009967224971408613,0.02604055404663086,0.004883008194114973,1.1278503661254824,83,43,6,"{'tree__ccp_alpha': 1.1278503661254824, 'tree__max_depth': 83, 'tree__max_leaf_nodes': 43, 'tree__min_samples_split': 6}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,1,83,6,43,1.1278503661254824
139,0.2053519090016683,0.004071492857215637,0.025817235310872395,0.006928873421662844,54.36920488166406,64,79,3,"{'tree__ccp_alpha': 54.36920488166406, 'tree__max_depth': 64, 'tree__max_leaf_nodes': 79, 'tree__min_samples_split': 3}",0.39833910034602077,0.398477508650519,0.398477508650519,0.3984313725490196,6.524630045549141e-05,1,64,3,79,54.36920488166406
