,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr__penalty,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,param_lr__regularization,param_lr__C
49,0.7404119968414307,0.005933091541458159,0.03446038564046224,0.002841509936877034,l2,"{'lr__C': 187.00197409221641, 'lr__penalty': 'l2'}",0.9436678200692041,0.9497577854671281,0.944083044982699,0.9458362168396771,0.002778144261559344,17,True,187.00197409221641
8,0.9785678386688232,0.14540173396985537,0.04195030530293783,0.004991641212911785,l2,"{'lr__C': 10.7030230528742, 'lr__penalty': 'l2'}",0.9432525951557094,0.9486505190311418,0.9454671280276816,0.9457900807381776,0.0022154938322570456,18,True,10.7030230528742
6,1.0542893409729004,0.03033950759973653,0.04375767707824707,0.008577618915110921,l2,"{'lr__C': 128.18144428248195, 'lr__penalty': 'l2'}",0.9432525951557094,0.9494809688581315,0.9446366782006921,0.9457900807381776,0.002670319931439488,18,True,128.18144428248195
43,0.7255416711171468,0.0031329646610239823,0.03252458572387695,0.0007085823435122676,l2,"{'lr__C': 39.18927677377077, 'lr__penalty': 'l2'}",0.9435294117647058,0.9486505190311418,0.9451903114186851,0.9457900807381776,0.002133264686818341,18,True,39.18927677377077
39,0.7139724890391032,0.0057083478667348244,0.0334616502126058,0.0010433476213992637,l2,"{'lr__C': 10.784715901707859, 'lr__penalty': 'l2'}",0.9432525951557094,0.9490657439446367,0.9449134948096886,0.9457439446366781,0.002444778094485232,21,True,10.784715901707859
22,0.7333664894104004,0.010338329488804412,0.03288165728251139,0.002099689229819822,l2,"{'lr__C': 178.9307371091068, 'lr__penalty': 'l2'}",0.9431141868512111,0.9493425605536332,0.9447750865051903,0.9457439446366781,0.0026333975903723786,21,True,178.9307371091068
35,0.7297885417938232,0.011123300780238165,0.034685373306274414,0.005152182800990467,l2,"{'lr__C': 49.13330581082591, 'lr__penalty': 'l2'}",0.942560553633218,0.9492041522491349,0.9454671280276816,0.9457439446366781,0.0027192917237907743,21,True,49.13330581082591
0,1.171475092569987,0.3553301030933787,0.0368958314259847,0.006931649433042047,l2,"{'lr__C': 140.39681749695754, 'lr__penalty': 'l2'}",0.9429757785467128,0.9492041522491349,0.9449134948096886,0.9456978085351787,0.0026025014581168003,24,True,140.39681749695754
25,0.7296263376871744,0.010862970432745872,0.033115228017171226,0.0011103827769079243,l2,"{'lr__C': 170.02033138827554, 'lr__penalty': 'l2'}",0.9431141868512111,0.9490657439446367,0.9446366782006921,0.94560553633218,0.002524450107553317,25,True,170.02033138827554
38,0.7470943927764893,0.0130506280999534,0.03220589955647787,0.0011073135125203124,l2,"{'lr__C': 74.56018679057279, 'lr__penalty': 'l2'}",0.9431141868512111,0.9486505190311418,0.9450519031141869,0.9456055363321799,0.0022938505918626965,26,True,74.56018679057279
